Date,Close,High,Low,Open,Volume
11-01-2008,75.35669708,75.93109196,73.5438337,73.79579695,8302200
14-01-2008,76.15103149,77.93827248,73.55237445,75.76026883,23350920
15-01-2008,76.39873505,77.7375629,75.44212037,77.7375629,12456840
16-01-2008,71.47901917,74.24849778,70.47756502,72.38651978,24563400
17-01-2008,70.19141388,71.23343883,68.85044895,70.9814756,26713380
18-01-2008,67.09098053,69.43980535,66.43330593,67.52230783,19934820
21-01-2008,64.36207581,67.90239266,63.20474285,67.90239266,14869780
22-01-2008,60.91570663,76.0165159,57.69568405,64.01188495,23290120
23-01-2008,65.52368164,72.60005482,58.93416215,64.87028167,18665740
24-01-2008,64.50299835,69.90956768,62.99121213,65.34003699,16283820
25-01-2008,68.69032288,71.74593028,65.13078234,65.93792379,12144620
28-01-2008,67.91094208,68.32945818,61.06945325,66.19416262,11916140
29-01-2008,65.65395355,69.48253813,64.06743001,68.27823445,12190420
30-01-2008,65.46601868,67.21909432,64.27238937,67.21909432,7930220
31-01-2008,67.02906799,67.89813491,64.70159699,65.85251798,12793700
01-02-2008,67.09098053,67.59490709,63.42681304,67.26180155,14574460
04-02-2008,66.08312988,69.34586126,65.16922364,69.34586126,10982600
05-02-2008,64.58201599,68.21842402,64.06953985,66.62122062,12142820
06-02-2008,64.06314087,64.68878748,61.98336489,64.05460438,15731880
07-02-2008,63.70868301,64.57134435,63.29016686,64.01616613,33430640
08-02-2008,61.57978058,64.18697416,60.77050188,63.67450462,7761320
11-02-2008,60.24736786,62.73498609,57.68288211,61.57979683,13853780
12-02-2008,60.11497879,61.71004492,59.2010725,61.06945622,9261840
13-02-2008,62.71363068,63.54639461,61.06945055,61.48796664,11688240
14-02-2008,65.61550903,66.40770198,64.01616799,64.01616799,12665300
15-02-2008,66.71733093,67.26182885,63.73004718,64.91300308,10884640
18-02-2008,66.48669434,67.90239628,65.77991205,67.38992667,3478480
19-02-2008,67.12944031,68.23125388,66.41411481,68.1586546,5489420
20-02-2008,65.6475296,67.04828302,64.44321973,67.04828302,7939100
21-02-2008,65.80339813,67.04827243,63.93714561,65.76709525,5978400
22-02-2008,62.96132278,65.75429307,62.35276875,62.79476999,9438340
25-02-2008,60.71712494,64.47737694,59.58968925,64.01188412,27321760
26-02-2008,62.13282394,62.75419565,61.71003314,61.92356266,12350240
27-02-2008,62.02178955,63.48660561,61.55202846,62.77768596,9212020
28-02-2008,62.88658524,63.67450974,62.00897546,62.73070633,12499920
29-02-2008,62.21182251,62.96130664,60.28791959,62.35061538,13693900
03-03-2008,59.35694885,61.06945356,58.16972503,61.06945356,10176000
04-03-2008,57.72770691,59.57473595,55.22940892,59.57473595,16964140
05-03-2008,56.91630173,57.72771797,56.38247783,57.31133272,12435040
07-03-2008,54.75965118,56.79885561,53.67918901,56.79885561,18383840
10-03-2008,56.00880432,56.73907833,52.31901682,54.0229819,15564540
11-03-2008,56.93550491,57.69566936,54.24502885,54.8813458,20753240
12-03-2008,58.53059006,61.48797604,57.49924505,59.53204431,12473880
13-03-2008,55.48138809,57.43945721,54.90486213,57.22592763,8559700
14-03-2008,56.17748642,56.62376238,54.45003321,55.30415137,9006800
17-03-2008,52.35744858,54.45003896,51.03356593,53.16886157,17274360
18-03-2008,52.56884384,52.86992131,49.77587676,52.27203788,24222920
19-03-2008,54.34754181,57.01025229,53.16885778,54.45003508,25308920
24-03-2008,57.30706787,57.69569326,54.88350591,54.88350591,12884240
25-03-2008,60.38616562,61.28299251,58.29357824,58.50710783,17537260
26-03-2008,61.46234512,62.20756117,59.6430757,59.83951923,24661680
27-03-2008,61.20611572,62.65811411,59.19039617,59.83952134,17155740
28-03-2008,60.08722305,60.90931325,58.33628439,60.85593085,12130140
31-03-2008,56.8522377,59.78826876,55.10343032,59.78826876,23602140
01-04-2008,55.92553329,57.22592766,54.23651353,56.37394672,15136540
02-04-2008,56.71344757,59.83098018,55.8593294,58.9341535,13423660
03-04-2008,56.84796524,58.44303098,55.73547177,56.58532159,11518100
04-04-2008,55.2550354,56.37393459,54.90271297,56.37179721,23299320
07-04-2008,55.66289139,56.48284422,54.5867037,55.00522312,12104000
08-04-2008,55.88282013,56.58533422,55.09489552,56.58533422,14698460
09-04-2008,58.92775345,59.7455688,55.34899591,55.90203669,15735320
10-04-2008,56.65152359,58.73129929,56.41877717,58.73129929,10847260
11-04-2008,56.8010025,57.86651296,55.60309824,57.61027487,8359040
15-04-2008,55.65861511,56.95687195,54.46284829,55.95755519,17942760
16-04-2008,55.87214661,56.96968518,55.55612051,56.83943527,11031900
17-04-2008,59.83951569,60.4288593,56.28638756,56.28638756,36265280
21-04-2008,62.38265991,62.96773534,59.01956933,60.00180661,17950720
22-04-2008,64.41119385,64.76138547,60.99258984,61.92357565,13991420
23-04-2008,61.72499084,64.43468145,61.31288036,64.43468145,10959740
24-04-2008,61.60754395,62.77555085,60.13419134,62.77555085,24423020
25-04-2008,64.07594299,64.40051207,61.9449223,62.12428634,10903280
28-04-2008,65.05606842,66.15146983,64.07596179,64.07596179,23126160
29-04-2008,66.47109222,66.95208007,64.47841985,65.23425884,11831380
30-04-2008,65.45544434,66.48399189,64.6330401,66.48399189,16181420
02-05-2008,66.15331268,67.72297834,65.79257169,66.35086507,11967760
05-05-2008,65.64439392,66.94564307,65.11401632,66.13612212,8403100
06-05-2008,66.25852966,66.56558871,65.49195018,65.49195018,8619960
07-05-2008,66.2177124,66.65145989,65.07750913,66.11464077,6881160
08-05-2008,64.77690125,65.4232271,62.36550707,64.41830314,11781360
09-05-2008,62.37838745,68.71285365,61.97899713,67.09595457,12408460
12-05-2008,63.04618454,63.42625669,61.25535666,61.25535666,5235260
13-05-2008,63.57013321,64.20358255,62.70263802,63.97597171,10483240
14-05-2008,62.90662384,63.33178704,62.2710317,62.91521478,12053760
15-05-2008,63.49496841,63.84926772,62.36979108,62.36979108,4635880
16-05-2008,64.43547821,65.60789604,64.07473729,64.84775823,9818520
20-05-2008,62.75201416,64.63303071,62.27102626,64.41830303,12626240
21-05-2008,60.55534744,62.27531148,59.79950191,62.27531148,28917680
22-05-2008,59.4258728,60.46730314,58.01940942,60.46730314,10268020
23-05-2008,59.32926178,60.58756953,58.9255792,60.46732254,13286840
26-05-2008,57.87339783,59.32925113,57.37523463,58.83538012,7817180
27-05-2008,57.23352432,58.83539117,56.64516595,58.61637127,12565100
28-05-2008,58.03445816,58.43170575,56.55927978,57.31941774,8254020
